title,release_date,vote_count,vote_average,return
Last Action Hero,1993-06-18,725.0,6.1,1.6152763411764706
Life With Mikey,1993-06-04,24.0,5.1,0.0
Lightning Jack,1994-03-11,40.0,5.7,0.0
M. Butterfly,1993-09-09,35.0,6.6,1499795.0
Made in America,1993-05-27,86.0,5.3,0.0
Malice,1993-09-29,105.0,5.9,46405336.0
The Man without a Face,1993-08-25,125.0,6.2,24760338.0
Manhattan Murder Mystery,1993-08-18,169.0,7.1,0.8359694814814815
Menace II Society,1993-05-26,179.0,7.2,7.9714285714285715
Executive Decision,1996-03-15,261.0,5.8,2.217622109090909
In the Realm of the Senses,1976-05-15,112.0,6.5,0.0
What Happened Was...,1994-09-09,7.0,7.0,0.0
Much Ado About Nothing,1993-05-07,194.0,7.2,0.0
Mr. Jones,1993-10-08,35.0,5.9,0.0
Mr. Wonderful,1993-10-15,11.0,5.5,0.0
Mrs. Doubtfire,1993-11-24,1638.0,7.0,17.6514478
Naked,1993-09-14,105.0,7.5,0.0
The Next Karate Kid,1994-07-18,202.0,4.8,1.3189153333333334
The New Age,1994-09-16,5.0,4.8,0.0
No Escape,1994-04-29,86.0,6.1,0.767
North,1994-07-22,67.0,4.8,0.0
Orlando,1992-09-01,53.0,6.7,0.0
A Perfect World,1993-11-24,376.0,7.2,4.504366633333333
Philadelphia,1993-12-22,1019.0,7.6,7.949170769230769
The Piano,1993-05-19,290.0,7.1,16.67142857142857
Poetic Justice,1993-07-23,47.0,6.9,1.9654132857142856
The Program,1993-09-24,28.0,6.0,23042200.0
The Puppet Masters,1994-10-21,41.0,5.6,8638072.0
Radioland Murders,1994-10-21,12.0,5.8,0.0
The Ref,1994-03-09,99.0,6.7,1.0399266363636364
The Remains of the Day,1993-11-05,213.0,7.5,2.0206879130434783
Renaissance Man,1994-06-03,83.0,5.9,0.6083081
Rising Sun,1993-07-30,188.0,5.8,107198790.0
The Road to Wellville,1994-10-28,43.0,5.5,0.0
RoboCop 3,1993-04-17,309.0,4.2,0.4861913636363636
Robin Hood: Men in Tights,1993-07-28,575.0,6.4,1.78698775
Romeo Is Bleeding,1993-09-13,36.0,5.7,0.2848334782608696
Romper Stomper,1992-03-05,126.0,6.6,0.0
Ruby in Paradise,1993-10-08,10.0,5.6,1.25179625
Rudy,1993-09-17,187.0,7.2,1.8958635833333333
The Saint of Fort Washington,1993-11-03,5.0,4.0,0.0
Savage Nights,1992-08-19,11.0,6.2,0.0
Schindler's List,1993-11-29,4436.0,8.3,14.607525772727273
The Scout,1994-09-30,37.0,5.3,0.0
Searching for Bobby Fischer,1993-08-13,100.0,7.3,7266383.0
Second Best,1994-09-30,8.0,5.9,0.0
The Secret Garden,1993-08-13,232.0,7.1,0.0
Serial Mom,1994-04-13,137.0,6.4,0.6015913846153846
The Shadow,1994-07-01,140.0,5.4,1.9225374
Shadowlands,1993-12-25,61.0,6.8,0.0
Short Cuts,1993-09-05,136.0,6.9,6110979.0
A Simple Twist of Fate,1994-09-02,26.0,5.7,0.0
Sirens,1993-10-01,31.0,5.2,7770731.0
Six Degrees of Separation,1993-12-08,75.0,6.5,0.0
Sleepless in Seattle,1993-06-24,630.0,6.5,10.847613523809525
Sliver,1993-05-21,144.0,4.9,2.9075
Blade Runner,1982-06-25,3833.0,7.9,1.1835577857142856
Son in Law,1993-07-02,81.0,5.6,36448200.0
So I Married an Axe Murderer,1993-07-30,131.0,6.1,0.57927415
Striking Distance,1993-09-17,223.0,5.4,0.0
Harem,1985-11-20,4.0,4.0,0.0
Super Mario Bros.,1993-05-28,236.0,4.0,0.4357388541666667
Surviving the Game,1994-04-15,53.0,6.1,1.0391909459459459
Terminal Velocity,1994-09-23,82.0,5.0,0.329578
Thirty Two Short Films About Glenn Gould,1993-11-26,9.0,7.4,0.0
Threesome,1994-04-08,57.0,6.3,0.0
The Nightmare Before Christmas,1993-10-09,2135.0,7.6,4.201911611111111
The Three Musketeers,1993-11-11,219.0,6.2,1.7966281666666666
Tombstone,1993-12-25,632.0,7.4,2.2602026
Trial by Jury,1994-09-09,5.0,5.5,0.0
True Romance,1993-09-09,762.0,7.5,0.98252408
The War Room,1993-12-05,19.0,7.3,0.0
The Pagemaster,1994-11-23,178.0,6.2,0.5063217777777778
"Paris, France",1994-02-04,2.0,6.0,0.0
"The Beans of Egypt, Maine",1994-01-01,1.0,0.0,0.0
Killer,1994-09-14,2.0,3.0,0.0
Welcome to the Dollhouse,1995-05-24,103.0,6.9,0.0
Germinal,1993-09-29,43.0,6.3,0.0
Chasers,1994-04-22,22.0,4.7,1596687.0
Cronos,1993-09-12,153.0,6.4,0.0
Naked in New York,1993-11-10,3.0,4.0,0.0
Kika,1993-10-28,58.0,6.8,0.0
Bhaji on the Beach,1994-01-21,10.0,5.1,0.0
Little Big League,1994-06-29,20.0,6.0,0.0
The Slingshot,1993-09-24,10.0,6.2,0.0
Wide Eyed and Legless,1993-09-05,0.0,0.0,0.0
Foreign Student,1994-07-29,0.0,0.0,0.0
"Ciao, Professore!",1992-10-01,74.0,7.2,0.0
Spanking the Monkey,1994-01-15,29.0,5.3,0.0
The Little Rascals,1994-08-05,214.0,6.3,67308282.0
À la mode,1993-09-10,0.0,0.0,0.0
Andre,1994-08-17,31.0,5.0,0.0
The Escort,1993-01-01,5.0,5.0,0.0
Princess Caraboo,1994-09-16,5.0,4.4,3021629.0
The Celluloid Closet,1996-01-30,24.0,7.0,0.0
Café au Lait,1993-01-01,4.0,6.8,0.0
Dear Diary,1993-10-12,46.0,6.9,0.0
I Don't Want to Talk About It,1993-05-20,1.0,6.0,0.0
The Brady Bunch Movie,1995-02-16,87.0,5.9,0.0
Home Alone,1990-11-09,2487.0,7.1,26.482481944444444
Ghost,1990-07-12,1381.0,6.9,22.954545454545453
Aladdin,1992-11-25,3495.0,7.4,18.001793535714285
Terminator 2: Judgment Day,1991-07-01,4274.0,7.7,5.2
Dances with Wolves,1990-11-09,1084.0,7.6,19.282220363636362
Tough and Deadly,1995-02-14,4.0,6.3,0.0
Batman,1989-06-23,2145.0,7.0,11.7528264
The Silence of the Lambs,1991-02-01,4549.0,8.1,14.354890631578947
Snow White and the Seven Dwarfs,1937-12-20,1973.0,6.9,124.24256142239135
Beauty and the Beast,1991-11-13,3029.0,7.5,15.09402212
Pinocchio,1940-02-23,1412.0,6.9,32.42307692307692
Pretty Woman,1990-03-23,1807.0,7.0,33.07142857142857
Window to Paris,1993-12-01,6.0,6.0,0.0
The Wild Bunch,1969-06-17,266.0,7.7,0.10227932442325034
Love and a .45,1994-11-23,15.0,5.5,0.0
The Wooden Man's Bride,1994-02-05,1.0,6.5,0.0
A Great Day in Harlem,1994-09-27,2.0,7.0,0.0
Bye Bye Love,1995-03-16,20.0,6.1,0.0
One Fine Day,1996-12-20,160.0,6.1,97529550.0
Candyman: Farewell to the Flesh,1995-03-17,64.0,5.0,13940383.0
Century,1993-12-31,1.0,5.0,0.0
Fargo,1996-04-05,2080.0,7.7,8.65885357142857
Homeward Bound II: Lost in San Francisco,1996-03-08,105.0,6.0,32709423.0
Heavy Metal,1981-08-07,150.0,6.3,0.0
Hellraiser: Bloodline,1996-03-08,111.0,4.9,4.16875
The Pallbearer,1996-05-03,30.0,4.6,0.0
Jane Eyre,1996-02-09,51.0,7.1,0.0
Loaded,1996-04-12,3.0,4.0,0.0
Bread and Chocolate,1974-05-05,10.0,7.1,0.0
The Aristocats,1970-12-23,1287.0,7.1,13.91881425
The Flower of My Secret,1995-09-22,43.0,6.9,0.0
Two Much,1996-02-14,24.0,5.1,0.0
Ed,1996-03-15,24.0,3.6,0.0
Scream of Stone,1991-01-01,4.0,7.5,0.0
My Favorite Season,1993-05-14,4.0,6.4,0.0
A Modern Affair,1996-09-06,1.0,5.0,0.0
Condition Red,1995-12-08,3.0,4.7,0.0
Halfaouine: Boy of the Terraces,1990-01-01,5.0,7.4,0.0
A Thin Line Between Love and Hate,1996-04-04,15.0,5.7,0.0
The Last Supper,1995-09-08,82.0,6.5,442965.0
Primal Fear,1996-04-03,644.0,7.4,3.4205394333333334
Rude,1995-09-08,1.0,6.0,0.0
Carried Away,1996-01-26,5.0,5.4,0.0
All Dogs Go to Heaven 2,1996-03-29,50.0,5.0,8620678.0
Land and Freedom,1995-01-01,53.0,7.0,0.0
Denise Calls Up,1995-05-17,5.0,6.6,0.0
Theodore Rex,1995-12-14,17.0,3.6,0.0
A Family Thing,1996-03-29,14.0,5.6,0.0
Frisk,1996-03-22,3.0,3.0,0.0
Sgt. Bilko,1996-03-29,96.0,5.5,0.0
Jack & Sarah,1995-06-02,10.0,5.1,218626.0
Girl 6,1996-03-22,17.0,5.7,0.41166158333333336
Diabolique,1996-03-22,74.0,5.4,0.0
"Little Indian, Big City",1994-12-14,145.0,6.0,0.0
Roula,1995-09-11,1.0,5.0,0.0
Peanuts – Die Bank zahlt alles,1996-03-21,1.0,4.0,0.0
Happy Weekend,1996-03-14,0.0,0.0,65335.0
Nelly and Monsieur Arnaud,1996-04-12,16.0,7.1,0.0
Courage Under Fire,1996-07-04,240.0,6.2,2.1926264782608698
Mission: Impossible,1996-05-22,2677.0,6.7,5.7212044875
Cold Fever,1995-02-10,6.0,7.7,0.0
Moll Flanders,1996-06-14,19.0,6.2,0.0
The Superwife,1996-03-06,7.0,5.3,0.0
"301, 302",1995-04-22,10.0,6.2,0.0
DragonHeart,1996-05-31,553.0,6.4,2.022234649122807
Und keiner weint mir nach,1996-02-29,0.0,0.0,0.0
My Mother's Courage,1995-09-12,0.0,0.0,0.0
Eddie,1996-05-31,46.0,5.4,0.0
Yankee Zulu,1993-12-01,4.0,6.0,0.0
Billy's Holiday,1995-07-26,0.0,0.0,0.0
Purple Noon,1960-03-10,73.0,7.3,0.0
August,1996-08-08,3.0,5.3,0.0
James and the Giant Peach,1996-04-12,375.0,6.2,0.7610858947368421
Fear,1996-04-12,157.0,6.1,0.0
Kids in the Hall: Brain Candy,1996-04-02,26.0,5.9,0.0
Faithful,1996-04-03,4.0,4.8,0.7530692307692308
Underground,1995-04-11,143.0,7.5,0.0
All Things Fair,1995-03-08,23.0,6.1,0.0
Bloodsport II,1996-03-01,23.0,5.2,684351.0
Pather Panchali,1955-08-26,63.0,7.9,536364.0
The World of Apu,1959-05-01,40.0,8.2,16000.0
Mystery Science Theater 3000: The Movie,1996-04-19,71.0,7.0,0.0
Tarantella,1996-03-15,0.0,0.0,0.0
Space Jam,1996-11-15,1335.0,6.5,3.1275
Barbarella,1968-10-10,149.0,5.7,0.2777777777777778
Hostile Intentions,1995-01-01,1.0,8.0,0.0
They Bite,1996-01-01,1.0,5.5,0.0
Some Folks Call It a Sling Blade,1994-03-26,8.0,7.5,0.0
The Run of the Country,1995-09-22,2.0,8.0,0.0
Alphaville,1965-05-05,100.0,6.8,0.0
Coup de Torchon,1981-11-04,21.0,6.8,0.0
Tigrero: A Film That Was Never Made,1994-01-01,4.0,7.5,0.0
The Eye of Vichy,1993-05-20,0.0,0.0,0.0
Windows,1980-01-18,9.0,5.8,0.0
It's My Party,1996-03-22,9.0,6.2,0.0
Country Life,1994-10-27,1.0,8.0,0.0
Operation Dumbo Drop,1995-07-28,37.0,4.7,0.0
The Promise,1995-02-16,1.0,5.0,0.0
Mrs. Winterbourne,1996-04-19,26.0,5.5,0.4028
Solo,1996-10-23,18.0,3.9,0.0
Under The Domim Tree,1994-01-01,2.0,6.5,0.0
The Substitute,1996-04-19,60.0,5.8,0.0
True Crime,1996-03-12,7.0,5.1,0.0
Butterfly Kiss,1995-08-18,5.0,7.4,0.0
Feeling Minnesota,1996-09-13,29.0,5.5,0.0
Delta of Venus,1995-06-09,5.0,3.3,62949.0
To Cross the Rubicon,1991-01-01,0.0,0.0,0.0
Angus,1995-09-15,24.0,6.8,0.0
Priest Daens,1992-09-01,15.0,6.7,0.0
Faces,1968-11-24,36.0,7.1,0.0
Boys,1996-05-10,11.0,5.3,0.0
The Quest,1996-04-19,126.0,5.3,1.9133515666666667
Cosi,1996-03-04,9.0,7.1,0.0
Sunset Park,1996-04-26,7.0,5.1,0.0
Mulholland Falls,1996-04-26,73.0,6.2,0.0
The Truth About Cats & Dogs,1996-04-26,86.0,5.7,0.0
Oliver & Company,1988-11-18,372.0,6.5,2.3919789032258065
Celtic Pride,1996-04-19,35.0,4.9,0.0
Flipper,1996-05-17,85.0,5.3,0.7865264394829612
Captives,1994-05-03,10.0,6.0,0.0
Of Love and Shadows,1994-05-10,11.0,4.4,0.0
Dead Man,1995-12-23,397.0,7.2,0.0
The Horseman on the Roof,1995-09-20,25.0,6.7,0.42857142857142855
Switchblade Sisters,1975-01-05,27.0,6.6,0.0
Mouth to Mouth,1995-11-10,5.0,5.5,0.0
The Visitors,1993-01-27,433.0,7.1,0.0
Multiplicity,1996-07-19,158.0,5.5,0.0
"The Haunted World of Edward D. Wood, Jr.",1996-05-01,1.0,10.0,0.0
Two Friends,2002-03-20,0.0,0.0,0.0
The Craft,1996-05-03,388.0,6.3,1.6512977333333334
The Great White Hype,1996-05-03,29.0,5.1,0.0
Last Dance,1996-05-02,9.0,5.6,5.0
Cold Comfort Farm,1995-01-01,21.0,7.0,0.0
"Institute Benjamenta, or This Dream People Call Human Life",1995-08-01,11.0,7.7,0.0
Heaven's Prisoners,1996-05-17,17.0,5.0,0.0
Original Gangstas,1996-05-10,5.0,5.5,0.6279166666666667
The Rock,1996-06-06,1474.0,6.9,4.467501613333333
Getting Away with Murder,1996-04-12,6.0,5.5,0.0
Cemetery Man,1994-03-25,105.0,7.0,0.0
Twister,1996-05-10,966.0,6.1,5.374690478260869
Barb Wire,1996-05-02,117.0,3.9,3793614.0
Le Garçu,1995-10-31,1.0,5.0,0.0
Honeymoon,1996-04-11,0.0,0.0,0.0
Ghost in the Shell,1995-11-18,854.0,7.8,2287714.0
Thinner,1996-10-25,125.0,5.5,0.0
Spy Hard,1996-05-24,148.0,4.9,0.0
Brothers in Trouble,1995-08-23,0.0,0.0,0.0
A Close Shave,1995-12-24,223.0,7.5,0.0
Force of Evil,1948-12-25,33.0,6.6,0.0
The Stupids,1996-08-30,22.0,4.2,0.0
The Arrival,1996-05-31,200.0,6.1,0.56193488
The Man from Down Under,1943-08-04,0.0,0.0,0.0
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964-01-29,1472.0,8.0,5.244595555555556
Careful,1992-09-30,4.0,7.8,0.0
A Month by the Lake,1995-09-11,7.0,7.2,0.0
Gold Diggers: The Secret of Bear Mountain,1995-11-03,20.0,5.8,0.0
Kim,1950-12-07,5.0,7.0,0.0
Carmen Miranda: Bananas Is My Business,1995-04-13,1.0,10.0,0.0
Ashes of Time,1994-09-16,73.0,7.1,0.0
The Jar,1994-04-01,3.0,8.0,0.0
Maya Lin: A Strong Clear Vision,1995-11-10,0.0,0.0,0.0
Stalingrad,1993-01-21,116.0,7.4,0.0
The Phantom,1996-06-06,138.0,4.7,0.3844642
Striptease,1996-06-28,210.0,4.4,2.26619486
The Last of the High Kings,1996-12-06,15.0,5.7,0.0
Heavy,1995-01-20,11.0,7.7,0.0
Jack,1996-08-09,340.0,5.9,1.3026882888888889
I Shot Andy Warhol,1996-05-01,32.0,6.1,1814290.0
The Grass Harp,1995-09-10,4.0,6.1,0.0
Someone Else's America,1995-09-09,0.0,0.0,0.0
Life is Rosy,1987-11-17,2.0,6.5,0.0
Quartier Mozart,1992-05-26,1.0,5.0,0.0
Touki Bouki,1973-07-01,10.0,7.3,0.0
God's Gift,1982-01-01,1.0,5.0,0.0
Spirits of the Dead,1968-05-16,24.0,5.5,0.0
Babyfever,1994-05-04,0.0,0.0,0.0
Pharaoh's  Army,1995-01-01,5.0,6.3,0.0
Trainspotting,1996-02-23,2737.0,7.8,4.12277
Til There Was You,1997-05-30,4.0,3.9,0.0
Independence Day,1996-06-25,3334.0,6.7,10.892923573333332
Stealing Beauty,1996-03-29,99.0,6.6,0.0
The Fan,1996-08-15,202.0,5.7,0.33866216363636364
The Hunchback of Notre Dame,1996-06-21,1182.0,6.8,1.00138851
The Cable Guy,1996-06-10,603.0,5.7,2.187782893617021
Kingpin,1996-07-04,248.0,6.7,0.9267938518518518
Eraser,1996-06-21,553.0,5.6,2.42295562
The Gate of Heavenly Peace,1995-01-01,3.0,6.7,0.0
The Nutty Professor,1996-06-26,717.0,5.4,2.3846175
"I, the Worst of All",1990-08-09,3.0,6.8,0.0
An Unforgettable Summer,1994-05-15,6.0,7.2,65352.0
A Hungarian Fairy Tale,1987-01-01,0.0,0.0,0.0
My Life and Times With Antonin Artaud,1993-01-01,1.0,8.0,0.0
Midnight Dancers,1994-09-09,1.0,7.0,0.0
Somebody to Love,1994-09-27,2.0,5.1,0.0
A Very Natural Thing,1974-01-01,3.0,6.3,0.0
The Old Lady Who Walked in the Sea,1991-09-18,0.0,0.0,0.0
Daylight,1996-12-06,385.0,5.8,1.9901558625
The Frighteners,1996-07-18,413.0,6.7,0.9786405333333333
Lone Star,1996-06-21,79.0,6.9,2.6539926
Harriet the Spy,1996-07-10,47.0,5.7,0.0
Phenomenon,1996-07-05,328.0,6.2,4.7511369375
Walking and Talking,1996-07-17,8.0,6.6,0.0
She's the One,1996-08-26,71.0,5.7,2.7093082857142856
A Time to Kill,1996-07-24,522.0,7.0,3.806650175
American Buffalo,1996-09-13,9.0,6.2,665450.0
Rendezvous in Paris,1995-03-22,4.0,6.5,0.0
Alaska,1996-08-14,32.0,5.2,0.0
Fled,1996-07-19,49.0,5.2,0.68772924
Kazaam,1996-07-17,60.0,3.6,0.0
Magic Hunter,1994-10-23,1.0,6.0,0.0
Larger Than Life,1996-10-31,35.0,5.4,0.0
A Boy Called Hate,1996-05-22,2.0,6.0,0.0
Power 98,1996-05-17,1.0,4.0,0.0
Two Deaths,1995-09-10,2.0,7.0,0.0
A Very Brady Sequel,1996-08-23,42.0,5.8,0.0
Stefano Quantestorie,1993-05-26,1.0,6.0,0.0
Death in the Garden,1956-09-21,8.0,7.4,0.0
Hedd Wyn,1992-01-01,2.0,6.5,0.0
La Collectionneuse,1967-03-02,25.0,6.5,0.0
Kaspar Hauser,1993-09-11,4.0,6.3,0.0
Regular Guys,1996-05-30,9.0,5.2,0.0
Diebinnen,1996-06-20,1.0,4.0,0.0
The Convent,1995-09-06,6.0,6.5,0.0
The Adventures of Pinocchio,1996-07-26,55.0,5.0,0.0
Joe's Apartment,1996-07-26,87.0,5.0,0.3553087692307692
The First Wives Club,1996-09-20,172.0,6.5,4.476923076923077
Stonewall,1995-10-01,10.0,7.2,0.0
Ransom,1996-11-08,482.0,6.4,3.8686585125
High School High,1996-10-25,51.0,5.4,21302121.0
Phat Beach,1996-08-02,8.0,5.4,0.0
Foxfire,1996-08-23,30.0,6.3,258263.0
Chain Reaction,1996-08-02,291.0,5.3,1.20418668
Matilda,1996-08-02,892.0,6.9,0.9294282222222222
Emma,1996-08-02,152.0,6.7,3.7052763333333334
The Crow: City of Angels,1996-08-29,119.0,5.2,1.3782528461538461
House Arrest,1996-08-14,32.0,5.0,0.0
Eyes Without a Face,1960-01-11,130.0,7.5,0.0
Bordello of Blood,1996-08-16,63.0,5.0,0.37333333333333335
Lotto Land,1995-06-01,1.0,7.0,0.0
The Story of Xinghua,1994-03-30,0.0,0.0,0.0
The Day the Sun Turned Cold,1994-01-01,2.0,7.0,0.0
Flirt,1995-09-14,4.0,7.5,0.0
The Big Squeeze,1996-09-06,1.0,5.0,0.0
The Spitfire Grill,1996-08-23,17.0,6.8,2.107296
Escape from L.A.,1996-08-09,381.0,5.6,0.8455473
Cyclo,1995-01-01,23.0,6.8,0.0
Basquiat,1996-08-09,97.0,6.6,1.016591206565991
Tin Cup,1996-08-16,152.0,5.9,1.1967686222222222
Dingo,1991-06-02,1.0,6.0,1.5
The Ballad of Narayama,1958-06-01,12.0,6.4,0.0
Every Other Weekend,1990-08-28,2.0,6.0,0.0
Mille bolle blu,1993-01-01,1.0,6.0,0.0
Crows and Sparrows,1949-01-01,1.0,5.0,0.0
The Godfather,1972-03-14,6024.0,8.5,40.844401833333336
Maybe... Maybe Not,1994-10-05,34.0,6.1,0.0
Police Story 3: Supercop,1992-07-04,109.0,6.7,22.75935888888889
Manny & Lo,1996-01-22,9.0,6.3,0.862652
Wife,1953-04-29,0.0,0.0,0.0
Small Faces,1996-04-05,10.0,6.4,0.0
Bound,1996-09-13,203.0,6.9,1.5580704444444444
Carpool,1996-08-23,17.0,4.9,0.0
Death in Brunswick,1990-11-08,7.0,6.1,0.0
Kansas City,1996-08-16,13.0,6.1,0.0
Gone Fishin',1997-05-30,48.0,4.7,0.0
Lover's Knot,1996-07-12,2.0,4.0,0.0
Vive L'Amour,1994-09-02,16.0,7.3,0.0
Shadow of Angels,1976-01-31,2.0,4.0,0.0
Killer: A Journal of Murder,1996-09-06,10.0,6.3,0.0
Nothing to Lose,1994-01-01,0.0,0.0,0.0
Project S,1993-10-21,12.0,5.8,0.0
Girls Town,1996-08-21,3.0,5.2,0.0
Bye-Bye,1995-08-30,3.0,7.7,0.0
The Relic,1997-01-10,130.0,5.8,0.5659434666666666
The Island of Dr. Moreau,1996-08-23,148.0,4.6,1.240694475
First Kid,1996-08-30,28.0,5.3,0.0
The Trigger Effect,1996-08-30,18.0,6.6,0.0
Sweet Nothing,1995-06-08,2.0,5.0,0.0
Bogus,1996-09-06,46.0,5.4,0.0
Bulletproof,1996-09-06,164.0,5.4,0.90447816
Talk of Angels,1998-10-30,4.0,6.8,0.0
The Land Before Time III: The Time of the Great Giving,1995-03-16,86.0,6.1,0.0
1-900,1994-09-01,1.0,5.0,0.0
Baton Rouge,1988-10-08,0.0,0.0,0.0
Halloween: The Curse of Michael Myers,1995-09-29,173.0,5.0,3.0233268
Twelfth Night,1996-10-31,22.0,7.0,0.0
Mother Night,1996-11-01,13.0,7.1,0.0
Liebelei,1933-03-10,8.0,6.3,0.0
Venice,2010-05-25,4.0,7.5,0.0
Wild Reeds,1994-05-05,18.0,7.4,0.0
For Whom the Bell Tolls,1943-07-12,41.0,6.1,0.0
The Philadelphia Story,1940-12-05,196.0,7.7,0.0
Singin' in the Rain,1952-04-10,747.0,7.9,2.8337531486146097
An American in Paris,1951-08-08,133.0,6.9,1.6520412070473875
Funny Face,1957-02-13,162.0,7.0,0.0
Breakfast at Tiffany's,1961-10-05,1082.0,7.6,3.8
Vertigo,1958-05-09,1162.0,8.0,11.294876966518757
Rear Window,1954-08-01,1531.0,8.2,36.764313
It Happened One Night,1934-02-22,283.0,7.7,13.846153846153847
Gaslight,1944-05-04,73.0,7.2,0.0
The Gay Divorcee,1934-10-12,17.0,7.2,0.0
North by Northwest,1959-07-07,1062.0,7.8,3.31875
The Apartment,1960-06-15,498.0,8.1,8.333333333333334
Some Like It Hot,1959-03-18,835.0,8.0,8.668972844615944
Charade,1963-12-05,351.0,7.7,3.368647
Casablanca,1942-11-26,1462.0,7.9,11.916287015945331
The Maltese Falcon,1941-11-18,435.0,7.8,2.6666666666666665
My Fair Lady,1964-10-21,361.0,7.4,4.239454764705882
Sabrina,1954-09-28,284.0,7.4,4.466652641377372
Roman Holiday,1953-09-02,502.0,7.8,8.0
The Little Princess,1939-03-17,22.0,7.0,0.0
Meet Me in St. Louis,1944-11-23,66.0,6.8,0.0
The Wizard of Oz,1939-08-15,1689.0,7.4,12.15519157364062
Gone with the Wind,1939-12-15,995.0,7.7,100.04411475
My Favorite Year,1982-10-01,35.0,7.1,0.0
Sunset Boulevard,1950-08-10,533.0,8.2,2.853881278538813
Citizen Kane,1941-04-30,1244.0,8.0,27.649074044302495
2001: A Space Odyssey,1968-04-10,3075.0,7.9,6.542857142857143
Golden Earrings,1947-08-27,3.0,4.8,0.0
All About Eve,1950-11-09,367.0,8.0,0.04533071428571429
The Women,1939-01-01,26.0,6.4,1.34478672985782
Rebecca,1940-04-12,346.0,7.7,4.658385093167702
Foreign Correspondent,1940-08-16,86.0,7.0,0.0
Notorious,1946-08-15,345.0,7.8,12.232371
Spellbound,1945-12-28,166.0,7.3,4.666666666666667
An Affair to Remember,1957-07-11,101.0,7.1,0.0
To Catch a Thief,1955-08-03,299.0,7.1,3.5
Father of the Bride,1950-06-16,43.0,6.6,0.0
The Band Wagon,1953-08-07,46.0,7.1,0.0
Ninotchka,1939-10-06,77.0,7.3,1.6695970695970697
Love in the Afternoon,1957-06-30,55.0,7.3,0.0
Gigi,1958-04-15,68.0,6.1,0.0
The Reluctant Debutante,1958-01-01,11.0,6.6,0.0
The Adventures of Robin Hood,1938-05-13,170.0,7.6,1.958189867191343
The Mark of Zorro,1940-11-08,39.0,7.1,0.0
Laura,1944-10-11,173.0,7.6,1.9607843137254901
The Ghost and Mrs. Muir,1947-06-26,59.0,7.3,0.0
Lost Horizon,1937-09-01,42.0,6.8,0.0
Top Hat,1935-09-06,62.0,7.4,5.257799671592775
To Be or Not to Be,1942-03-05,119.0,7.7,0.0
My Man Godfrey,1936-09-17,69.0,7.7,0.0
Giant,1956-10-10,169.0,7.5,6.481481481481482
East of Eden,1955-03-09,163.0,7.5,5.0
The Thin Man,1934-05-25,97.0,7.4,6.285113600226141
His Girl Friday,1940-01-18,171.0,7.5,0.0
Around the World in Eighty Days,1956-10-17,85.0,6.5,7.0
It's a Wonderful Life,1946-12-20,1103.0,8.0,3.032743396226415
Mr. Smith Goes to Washington,1939-10-19,245.0,7.9,6.4
Bringing Up Baby,1938-02-18,201.0,7.6,0.0
Penny Serenade,1941-04-24,23.0,6.4,0.0
The Scarlet Letter,1926-08-09,4.0,8.3,0.0
Lady of Burlesque,1943-06-01,7.0,5.0,0.0
Of Human Bondage,1934-07-20,26.0,6.4,0.0
Angel on My Shoulder,1946-09-20,6.0,5.7,0.0
Little Lord Fauntleroy,1936-03-06,13.0,6.6,0.0
They Made Me a Criminal,1939-01-28,8.0,5.6,0.0
The Inspector General,1949-12-31,17.0,6.2,0.0
Angel and the Badman,1947-02-15,27.0,6.6,0.0
The 39 Steps,1935-06-01,217.0,7.4,0.0
A Walk in the Sun,1945-12-25,14.0,5.2,0.0
The Outlaw,1943-02-05,16.0,4.9,0.0
Night of the Living Dead,1968-10-01,591.0,7.5,263.1578947368421
The African Queen,1951-12-03,232.0,7.4,8.26923076923077
Beat the Devil,1953-11-24,31.0,6.2,0.0
Cat on a Hot Tin Roof,1958-02-17,168.0,7.6,5.8567746666666665
The Last Time I Saw Paris,1954-01-01,9.0,5.1,105.0
Meet John Doe,1941-03-12,52.0,7.3,0.0
Algiers,1938-06-28,6.0,5.8,0.0
Something to Sing About,1937-09-30,2.0,3.8,0.0
A Farewell to Arms,1932-12-08,29.0,6.2,6.25
Moonlight Murder,1936-03-27,1.0,6.0,0.0
Nothing Personal,1996-10-18,1.0,4.0,0.0
"Yes, Madam",1985-01-01,11.0,7.4,0.0
Dangerous Ground,1997-02-12,8.0,5.0,3028094.0
Picnic,1955-11-18,19.0,6.7,0.0
Madagascar Skin,1995-01-26,0.0,0.0,0.0
The Pompatus of Love,1996-07-26,2.0,5.3,0.0
Small Wonders,1995-01-01,0.0,0.0,0.0
Fly Away Home,1996-09-13,114.0,6.6,0.0
Bliss,1997-04-14,6.0,4.8,294064.0
Grace of My Heart,1996-09-13,15.0,6.5,0.0
Brother of Sleep,1995-09-08,6.0,6.8,0.0
Maximum Risk,1996-09-13,104.0,5.3,2.06809932
Michael Collins,1996-10-25,98.0,6.8,0.6035714285714285
The Rich Man's Wife,1996-09-13,11.0,4.9,8538318.0
Infinity,1996-10-04,0.0,0.0,0.0
Big Night,1996-09-20,45.0,6.8,0.0
Last Man Standing,1996-09-20,263.0,6.2,0.7054776268656716
Caught,1996-01-24,5.0,6.5,0.0
Set It Off,1996-11-06,66.0,6.9,4.621209555555556
2 Days in the Valley,1996-09-11,73.0,5.9,0.0
